,values(Km^2),date
1390,0.0,2013-10-22
1391,0.0,2013-10-23
1392,0.0,2013-10-24
1393,0.0,2013-10-25
1394,0.0,2013-10-26
1395,0.0,2013-10-27
1396,0.0,2013-10-28
1397,0.0,2013-10-29
1398,0.0,2013-10-30
1399,0.0,2013-10-31
1400,0.0,2013-11-01
1401,0.0,2013-11-02
1402,0.0,2013-11-03
1403,0.0,2013-11-04
1404,0.0,2013-11-05
1405,0.0,2013-11-06
1406,0.0,2013-11-07
1407,0.0,2013-11-08
1408,3.25,2013-11-09
1409,0.0,2013-11-10
1410,24.5,2013-11-11
1411,0.0,2013-11-12
1412,0.0,2013-11-13
1413,0.0,2013-11-14
1414,0.0,2013-11-15
1415,9.5,2013-11-16
1416,0.0,2013-11-17
1417,0.0,2013-11-18
1418,0.0,2013-11-19
1419,0.0,2013-11-20
1420,0.0,2013-11-21
1421,0.0,2013-11-22
1422,0.0,2013-11-23
1423,0.0,2013-11-24
1424,0.0,2013-11-25
1425,0.0,2013-11-26
1426,0.0,2013-11-27
1427,0.0,2013-11-28
1428,0.0,2013-11-29
1429,0.0,2013-11-30
1430,0.0,2013-12-01
1431,0.0,2013-12-02
1432,0.0,2013-12-03
1433,58.5,2013-12-04
1434,0.0,2013-12-05
1435,69.5,2013-12-06
1436,1.0,2013-12-07
1437,0.0,2013-12-08
1438,0.0,2013-12-09
1439,0.0,2013-12-10
1440,3.75,2013-12-11
1441,0.0,2013-12-12
1442,3.25,2013-12-13
1443,0.0,2013-12-14
1444,435.75,2013-12-15
1445,325.5,2013-12-16
1446,0.0,2013-12-17
1447,439.0,2013-12-18
1448,305.75,2013-12-19
1449,428.75,2013-12-20
1450,412.75,2013-12-21
1451,391.75,2013-12-22
1452,394.75,2013-12-23
1453,391.25,2013-12-24
1454,402.75,2013-12-25
1455,389.5,2013-12-26
1456,404.75,2013-12-27
1457,385.25,2013-12-28
1458,341.0,2013-12-29
1459,402.5,2013-12-30
1460,4.5,2013-12-31
1461,78.25,2014-01-01
1462,0.0,2014-01-02
1463,409.25,2014-01-03
1464,258.75,2014-01-04
1465,251.25,2014-01-05
1466,272.5,2014-01-06
1467,375.0,2014-01-07
1468,5.25,2014-01-08
1469,309.5,2014-01-09
1470,384.25,2014-01-10
1471,0.0,2014-01-11
1472,385.75,2014-01-12
1473,381.75,2014-01-13
1474,183.0,2014-01-14
1475,0.0,2014-01-15
1476,105.5,2014-01-16
1477,240.75,2014-01-17
1478,0.0,2014-01-18
1479,334.25,2014-01-19
1480,10.75,2014-01-20
1481,270.5,2014-01-21
1482,228.25,2014-01-22
1483,204.25,2014-01-23
1484,154.0,2014-01-24
1485,110.75,2014-01-25
1486,64.0,2014-01-26
1487,0.0,2014-01-27
1488,0.0,2014-01-28
1489,0.0,2014-01-29
1490,0.0,2014-01-30
1491,3.0,2014-01-31
1492,0.0,2014-02-01
1493,0.0,2014-02-02
1494,0.0,2014-02-03
1495,408.25,2014-02-04
1496,33.25,2014-02-05
1497,395.0,2014-02-06
1498,379.75,2014-02-07
1499,369.75,2014-02-08
1500,376.5,2014-02-09
1501,151.5,2014-02-10
1502,332.75,2014-02-11
1503,269.25,2014-02-12
1504,120.5,2014-02-13
1505,18.5,2014-02-14
1506,0.0,2014-02-15
1507,0.0,2014-02-16
1508,0.0,2014-02-17
1509,0.0,2014-02-18
1510,0.0,2014-02-19
1511,0.0,2014-02-20
1512,0.0,2014-02-21
1513,0.0,2014-02-22
1514,0.0,2014-02-23
1515,0.0,2014-02-24
1516,0.0,2014-02-25
1517,0.0,2014-02-26
1518,0.0,2014-02-27
1519,0.0,2014-02-28
1520,0.0,2014-03-01
1521,0.0,2014-03-02
1522,0.0,2014-03-03
1523,0.0,2014-03-04
1524,0.0,2014-03-05
1525,0.0,2014-03-06
1526,0.0,2014-03-07
1527,0.0,2014-03-08
1528,0.0,2014-03-09
1529,0.0,2014-03-10
1530,0.0,2014-03-11
1531,0.0,2014-03-12
1532,0.0,2014-03-13
1533,0.0,2014-03-14
1534,0.0,2014-03-15
1535,0.0,2014-03-16
1536,0.0,2014-03-17
1537,0.0,2014-03-18
1538,0.0,2014-03-19
1539,0.0,2014-03-20
1540,0.0,2014-03-21
1541,0.0,2014-03-22
1542,0.0,2014-03-23
1543,0.0,2014-03-24
