,Values(Km^2),date
1006,4659.5,2012-10-07
1007,3649.0,2012-10-08
1008,3197.75,2012-10-09
1009,6238.75,2012-10-10
1010,5722.0,2012-10-11
1011,5884.5,2012-10-12
1012,6785.0,2012-10-13
1013,6785.0,2012-10-14
1014,6785.0,2012-10-15
1015,6785.0,2012-10-16
1016,6785.0,2012-10-17
1017,6345.5,2012-10-18
1018,2655.0,2012-10-19
1019,4130.75,2012-10-20
1020,1107.25,2012-10-21
1021,0.0,2012-10-22
1022,3502.75,2012-10-23
1023,6422.75,2012-10-24
1024,0.0,2012-10-25
1025,2853.0,2012-10-26
1026,1474.25,2012-10-27
1027,6300.0,2012-10-28
1028,6536.5,2012-10-29
1029,6784.0,2012-10-30
1030,6781.75,2012-10-31
1031,5848.0,2012-11-01
1032,6764.75,2012-11-02
1033,585.5,2012-11-03
1034,1835.0,2012-11-04
1035,3555.0,2012-11-05
1036,6771.75,2012-11-06
1037,6598.75,2012-11-07
1038,6784.25,2012-11-08
1039,4722.0,2012-11-09
1040,2185.0,2012-11-10
1041,5194.5,2012-11-11
1042,0.0,2012-11-12
1043,357.5,2012-11-13
1044,0.0,2012-11-14
1045,5799.25,2012-11-15
1046,6729.75,2012-11-16
1047,4046.25,2012-11-17
1048,4490.5,2012-11-18
1049,0.0,2012-11-19
1050,596.25,2012-11-20
1051,0.0,2012-11-21
1052,5248.0,2012-11-22
1053,0.0,2012-11-23
1054,40.5,2012-11-24
1055,148.25,2012-11-25
1056,165.0,2012-11-26
1057,4853.75,2012-11-27
1058,2545.5,2012-11-28
1059,6759.5,2012-11-29
1060,6756.75,2012-11-30
1061,5524.5,2012-12-01
1062,6748.5,2012-12-02
1063,5645.0,2012-12-03
1064,256.5,2012-12-04
1065,32.0,2012-12-05
1066,628.75,2012-12-06
1067,136.75,2012-12-07
1068,32.0,2012-12-08
1069,59.0,2012-12-09
1070,1765.5,2012-12-10
1071,515.5,2012-12-11
1072,2494.75,2012-12-12
1073,2523.25,2012-12-13
1074,1656.0,2012-12-14
1075,5270.0,2012-12-15
1076,2989.5,2012-12-16
1077,5867.5,2012-12-17
1078,506.0,2012-12-18
1079,1439.75,2012-12-19
1080,1202.75,2012-12-20
1081,23.25,2012-12-21
1082,6608.75,2012-12-22
1083,6702.75,2012-12-23
1084,6721.75,2012-12-24
1085,0.0,2012-12-25
1086,1752.25,2012-12-26
1087,6408.75,2012-12-27
1088,3465.25,2012-12-28
1089,6754.5,2012-12-29
1090,1098.0,2012-12-30
1091,6709.25,2012-12-31
1092,1880.0,2013-01-01
1093,3867.75,2013-01-02
1094,5971.75,2013-01-03
1095,4893.5,2013-01-04
1096,4243.75,2013-01-05
1097,148.5,2013-01-06
1098,2452.25,2013-01-07
1099,27.25,2013-01-08
1100,332.25,2013-01-09
1101,130.75,2013-01-10
1102,997.0,2013-01-11
1103,6066.0,2013-01-12
1104,659.25,2013-01-13
1105,6389.25,2013-01-14
1106,3550.0,2013-01-15
1107,5678.5,2013-01-16
1108,1443.5,2013-01-17
1109,3580.5,2013-01-18
1110,6115.75,2013-01-19
1111,1008.25,2013-01-20
1112,6258.0,2013-01-21
1113,1407.25,2013-01-22
1114,6166.25,2013-01-23
1115,1683.25,2013-01-24
1116,3416.75,2013-01-25
1117,856.75,2013-01-26
1118,2186.0,2013-01-27
1119,0.0,2013-01-28
1120,0.0,2013-01-29
1121,2183.75,2013-01-30
1122,2.25,2013-01-31
1123,86.0,2013-02-01
1124,0.0,2013-02-02
1125,6115.25,2013-02-03
1126,6451.5,2013-02-04
1127,2718.5,2013-02-05
1128,95.75,2013-02-06
1129,130.5,2013-02-07
1130,6632.75,2013-02-08
1131,4772.75,2013-02-09
1132,6201.75,2013-02-10
1133,5475.75,2013-02-11
1134,1476.5,2013-02-12
1135,6065.5,2013-02-13
1136,3691.25,2013-02-14
1137,1.0,2013-02-15
1138,1428.25,2013-02-16
1139,6393.25,2013-02-17
1140,5185.5,2013-02-18
1141,4965.0,2013-02-19
1142,6009.75,2013-02-20
1143,19.75,2013-02-21
1144,6259.75,2013-02-22
1145,0.0,2013-02-23
1146,4003.75,2013-02-24
1147,5459.75,2013-02-25
1148,3758.25,2013-02-26
1149,6685.25,2013-02-27
1150,5136.0,2013-02-28
1151,504.25,2013-03-01
1152,289.0,2013-03-02
1153,6766.0,2013-03-03
1154,0.0,2013-03-04
1155,0.0,2013-03-05
1156,1742.75,2013-03-06
1157,794.5,2013-03-07
1158,4155.5,2013-03-08
1159,0.0,2013-03-09
1160,1427.5,2013-03-10
1161,1927.0,2013-03-11
1162,6188.25,2013-03-12
1163,6048.0,2013-03-13
1164,3466.75,2013-03-14
1165,6603.5,2013-03-15
1166,3934.75,2013-03-16
1167,3110.0,2013-03-17
1168,1825.5,2013-03-18
1169,6773.25,2013-03-19
1170,4148.75,2013-03-20
1171,6577.25,2013-03-21
1172,6767.25,2013-03-22
1173,4790.75,2013-03-23
1174,2211.25,2013-03-24
1175,6773.25,2013-03-25
1176,2602.0,2013-03-26
1177,1941.75,2013-03-27
1178,5847.5,2013-03-28
1179,1046.25,2013-03-29
1180,6733.75,2013-03-30
1181,6168.25,2013-03-31
1182,6432.0,2013-04-01
1183,6665.0,2013-04-02
1184,859.5,2013-04-03
1185,4896.0,2013-04-04
1186,0.0,2013-04-05
1187,1326.25,2013-04-06
1188,6682.0,2013-04-07
1189,6785.0,2013-04-08
1190,6723.0,2013-04-09
1191,3333.5,2013-04-10
1192,5347.25,2013-04-11
1193,4312.75,2013-04-12
1194,1575.0,2013-04-13
1195,6205.75,2013-04-14
1196,6765.25,2013-04-15
1197,162.25,2013-04-16
1198,336.0,2013-04-17
1199,4237.25,2013-04-18
1200,6751.5,2013-04-19
1201,3387.25,2013-04-20
1202,522.5,2013-04-21
1203,960.75,2013-04-22
1204,860.25,2013-04-23
1205,5814.25,2013-04-24
1206,6666.75,2013-04-25
1207,6785.0,2013-04-26
1208,6614.5,2013-04-27
1209,6779.5,2013-04-28
1210,6722.0,2013-04-29
1211,6382.5,2013-04-30
1212,1589.25,2013-05-01
1213,1054.0,2013-05-02
1214,160.75,2013-05-03
1215,22.0,2013-05-04
1216,1000.0,2013-05-05
1217,3373.5,2013-05-06
1218,4299.0,2013-05-07
1219,250.5,2013-05-08
1220,6026.5,2013-05-09
1221,3483.25,2013-05-10
1222,6577.0,2013-05-11
1223,4982.75,2013-05-12
1224,1774.0,2013-05-13
1225,4992.5,2013-05-14
1226,2935.5,2013-05-15
1227,3363.75,2013-05-16
1228,5028.25,2013-05-17
1229,5765.5,2013-05-18
1230,5172.5,2013-05-19
1231,590.25,2013-05-20
1232,0.0,2013-05-21
1233,5078.5,2013-05-22
1234,6477.0,2013-05-23
1235,6132.5,2013-05-24
1236,1388.75,2013-05-25
1237,6785.0,2013-05-26
1238,5720.5,2013-05-27
1239,6188.75,2013-05-28
1240,5116.0,2013-05-29
1241,5854.75,2013-05-30
1242,6372.0,2013-05-31
1243,6655.75,2013-06-01
1244,5899.5,2013-06-02
1245,6785.0,2013-06-03
1246,6785.0,2013-06-04
1247,6785.0,2013-06-05
1248,6785.0,2013-06-06
1249,6784.25,2013-06-07
1250,5682.25,2013-06-08
1251,6784.5,2013-06-09
1252,3360.5,2013-06-10
1253,6778.5,2013-06-11
1254,6785.0,2013-06-12
1255,6785.0,2013-06-13
1256,6785.0,2013-06-14
1257,6785.0,2013-06-15
1258,6785.0,2013-06-16
1259,6732.0,2013-06-17
1260,6785.0,2013-06-18
1261,6782.75,2013-06-19
1262,4300.5,2013-06-20
1263,5735.5,2013-06-21
1264,6785.0,2013-06-22
1265,6785.0,2013-06-23
1266,6746.5,2013-06-24
1267,6785.0,2013-06-25
1268,6781.25,2013-06-26
1269,6784.5,2013-06-27
1270,6785.0,2013-06-28
1271,6785.0,2013-06-29
1272,6783.0,2013-06-30
1273,6785.0,2013-07-01
1274,6774.25,2013-07-02
1275,6682.5,2013-07-03
1276,6785.0,2013-07-04
1277,6785.0,2013-07-05
1278,6785.0,2013-07-06
1279,6784.0,2013-07-07
1280,6784.5,2013-07-08
1281,6785.0,2013-07-09
1282,6771.0,2013-07-10
1283,6785.0,2013-07-11
1284,4671.5,2013-07-12
1285,6785.0,2013-07-13
1286,6785.0,2013-07-14
1287,6785.0,2013-07-15
1288,6785.0,2013-07-16
1289,6785.0,2013-07-17
1290,6785.0,2013-07-18
1291,6784.75,2013-07-19
1292,6785.0,2013-07-20
1293,6785.0,2013-07-21
1294,6785.0,2013-07-22
1295,6785.0,2013-07-23
1296,6785.0,2013-07-24
1297,6785.0,2013-07-25
1298,6785.0,2013-07-26
1299,6785.0,2013-07-27
1300,6612.5,2013-07-28
1301,6785.0,2013-07-29
1302,6785.0,2013-07-30
1303,6785.0,2013-07-31
1304,6783.0,2013-08-01
1305,6785.0,2013-08-02
1306,6785.0,2013-08-03
1307,6784.75,2013-08-04
1308,6785.0,2013-08-05
1309,6785.0,2013-08-06
1310,6785.0,2013-08-07
1311,6785.0,2013-08-08
1312,6785.0,2013-08-09
1313,6769.25,2013-08-10
1314,6784.25,2013-08-11
1315,6605.25,2013-08-12
1316,6612.0,2013-08-13
1317,6785.0,2013-08-14
1318,6785.0,2013-08-15
1319,6785.0,2013-08-16
1320,6785.0,2013-08-17
1321,6785.0,2013-08-18
1322,6785.0,2013-08-19
1323,6778.0,2013-08-20
1324,6785.0,2013-08-21
1325,6780.5,2013-08-22
1326,6785.0,2013-08-23
1327,6785.0,2013-08-24
1328,6784.5,2013-08-25
1329,6785.0,2013-08-26
1330,6785.0,2013-08-27
1331,6785.0,2013-08-28
1332,6785.0,2013-08-29
1333,6066.0,2013-08-30
1334,5590.75,2013-08-31
1335,6768.75,2013-09-01
1336,6694.25,2013-09-02
1337,6784.5,2013-09-03
1338,6785.0,2013-09-04
1339,6623.0,2013-09-05
1340,6785.0,2013-09-06
1341,6780.5,2013-09-07
1342,6783.5,2013-09-08
1343,6785.0,2013-09-09
1344,6785.0,2013-09-10
1345,6785.0,2013-09-11
1346,6785.0,2013-09-12
1347,6785.0,2013-09-13
1348,6785.0,2013-09-14
1349,6784.75,2013-09-15
1350,6785.0,2013-09-16
1351,6784.0,2013-09-17
1352,6785.0,2013-09-18
1353,6785.0,2013-09-19
1354,6766.75,2013-09-20
1355,6782.25,2013-09-21
1356,6778.5,2013-09-22
1357,6781.25,2013-09-23
1358,5960.75,2013-09-24
1359,3251.0,2013-09-25
1360,6785.0,2013-09-26
1361,6785.0,2013-09-27
1362,6785.0,2013-09-28
1363,6785.0,2013-09-29
1364,6785.0,2013-09-30
1365,6785.0,2013-10-01
1366,6785.0,2013-10-02
1367,6785.0,2013-10-03
1368,6785.0,2013-10-04
1369,6785.0,2013-10-05
1370,6356.5,2013-10-06
1371,6562.75,2013-10-07
1372,5592.0,2013-10-08
1373,6782.75,2013-10-09
1374,6748.0,2013-10-10
1375,6784.75,2013-10-11
1376,6785.0,2013-10-12
1377,6785.0,2013-10-13
1378,6785.0,2013-10-14
1379,6460.5,2013-10-15
1380,6784.0,2013-10-16
1381,6785.0,2013-10-17
1382,6737.25,2013-10-18
1383,5383.5,2013-10-19
1384,6594.75,2013-10-20
1385,6645.75,2013-10-21
1386,6746.5,2013-10-22
1387,6783.25,2013-10-23
1388,6785.0,2013-10-24
1389,6640.5,2013-10-25
1390,375.5,2013-10-26
1391,3675.75,2013-10-27
1392,6405.25,2013-10-28
1393,6783.75,2013-10-29
1394,4657.5,2013-10-30
1395,6493.75,2013-10-31
1396,583.0,2013-11-01
1397,78.75,2013-11-02
1398,100.25,2013-11-03
1399,4637.75,2013-11-04
1400,6758.75,2013-11-05
1401,5557.25,2013-11-06
1402,5217.75,2013-11-07
1403,0.0,2013-11-08
1404,103.0,2013-11-09
1405,0.0,2013-11-10
1406,26.25,2013-11-11
1407,5363.0,2013-11-12
1408,51.0,2013-11-13
1409,4644.5,2013-11-14
1410,2864.25,2013-11-15
1411,3757.75,2013-11-16
1412,2288.5,2013-11-17
1413,1000.5,2013-11-18
1414,73.5,2013-11-19
1415,0.0,2013-11-20
1416,171.5,2013-11-21
1417,607.25,2013-11-22
1418,985.0,2013-11-23
1419,6669.0,2013-11-24
1420,6332.5,2013-11-25
1421,6221.75,2013-11-26
1422,5842.25,2013-11-27
1423,907.25,2013-11-28
1424,43.75,2013-11-29
1425,2920.5,2013-11-30
1426,2174.75,2013-12-01
1427,914.25,2013-12-02
1428,5600.0,2013-12-03
1429,3.0,2013-12-04
1430,0.0,2013-12-05
1431,223.25,2013-12-06
1432,4329.5,2013-12-07
1433,84.0,2013-12-08
1434,331.0,2013-12-09
1435,6362.25,2013-12-10
1436,6625.75,2013-12-11
1437,138.5,2013-12-12
1438,1.5,2013-12-13
1439,0.0,2013-12-14
1440,3144.0,2013-12-15
1441,6650.25,2013-12-16
1442,3011.5,2013-12-17
1443,6606.5,2013-12-18
1444,98.5,2013-12-19
1445,3008.5,2013-12-20
1446,6280.0,2013-12-21
1447,3225.75,2013-12-22
1448,6508.75,2013-12-23
1449,1723.75,2013-12-24
1450,6474.75,2013-12-25
1451,5932.0,2013-12-26
1452,3377.5,2013-12-27
1453,6509.75,2013-12-28
1454,4962.75,2013-12-29
1455,248.75,2013-12-30
1456,334.5,2013-12-31
1457,166.0,2014-01-01
1458,974.0,2014-01-02
1459,3620.75,2014-01-03
1460,2283.5,2014-01-04
1461,0.0,2014-01-05
1462,2402.75,2014-01-06
1463,3781.5,2014-01-07
1464,6432.0,2014-01-08
1465,2238.5,2014-01-09
1466,3855.5,2014-01-10
1467,39.0,2014-01-11
1468,1538.5,2014-01-12
1469,1385.25,2014-01-13
1470,26.75,2014-01-14
1471,27.25,2014-01-15
1472,2777.75,2014-01-16
1473,3805.25,2014-01-17
1474,344.0,2014-01-18
1475,6500.25,2014-01-19
1476,5789.0,2014-01-20
1477,4293.5,2014-01-21
1478,4487.0,2014-01-22
1479,3451.25,2014-01-23
1480,6201.5,2014-01-24
1481,624.75,2014-01-25
1482,147.0,2014-01-26
1483,89.5,2014-01-27
1484,461.25,2014-01-28
1485,2387.75,2014-01-29
1486,4480.5,2014-01-30
1487,5553.75,2014-01-31
1488,1733.25,2014-02-01
1489,4594.5,2014-02-02
1490,0.5,2014-02-03
1491,1.75,2014-02-04
1492,270.5,2014-02-05
1493,2865.5,2014-02-06
1494,4828.75,2014-02-07
1495,3915.0,2014-02-08
1496,5974.0,2014-02-09
1497,2299.5,2014-02-10
1498,5703.5,2014-02-11
1499,6228.5,2014-02-12
1500,6040.25,2014-02-13
1501,6495.25,2014-02-14
1502,5899.75,2014-02-15
1503,88.75,2014-02-16
1504,0.0,2014-02-17
1505,1919.0,2014-02-18
1506,1924.0,2014-02-19
1507,4783.0,2014-02-20
1508,6581.25,2014-02-21
1509,5415.5,2014-02-22
1510,3301.75,2014-02-23
1511,5847.25,2014-02-24
1512,6686.5,2014-02-25
1513,625.25,2014-02-26
1514,3820.75,2014-02-27
1515,3071.0,2014-02-28
1516,12.5,2014-03-01
1517,6718.25,2014-03-02
1518,0.0,2014-03-03
1519,137.0,2014-03-04
1520,3670.5,2014-03-05
1521,6718.5,2014-03-06
1522,3516.75,2014-03-07
1523,6782.25,2014-03-08
1524,0.0,2014-03-09
1525,0.0,2014-03-10
1526,3894.25,2014-03-11
1527,0.0,2014-03-12
1528,137.75,2014-03-13
1529,674.25,2014-03-14
1530,3.75,2014-03-15
1531,2478.5,2014-03-16
1532,2897.5,2014-03-17
1533,1635.5,2014-03-18
1534,409.25,2014-03-19
1535,5453.0,2014-03-20
1536,6704.0,2014-03-21
1537,6695.25,2014-03-22
1538,6736.25,2014-03-23
1539,6766.25,2014-03-24
1540,1954.75,2014-03-25
1541,5283.25,2014-03-26
1542,6479.25,2014-03-27
1543,6773.25,2014-03-28
1544,6701.5,2014-03-29
1545,0.75,2014-03-30
1546,1659.75,2014-03-31
1547,5558.5,2014-04-01
1548,1804.75,2014-04-02
1549,2569.0,2014-04-03
1550,3125.0,2014-04-04
1551,6632.25,2014-04-05
1552,6748.0,2014-04-06
1553,4820.75,2014-04-07
1554,34.25,2014-04-08
1555,5243.25,2014-04-09
1556,809.25,2014-04-10
1557,5447.25,2014-04-11
1558,212.5,2014-04-12
1559,0.0,2014-04-13
1560,1652.5,2014-04-14
1561,3476.5,2014-04-15
1562,4229.5,2014-04-16
1563,2578.0,2014-04-17
1564,6666.5,2014-04-18
1565,6785.0,2014-04-19
1566,1006.25,2014-04-20
1567,4230.5,2014-04-21
1568,2665.75,2014-04-22
1569,6695.25,2014-04-23
1570,6785.0,2014-04-24
1571,6785.0,2014-04-25
1572,1556.0,2014-04-26
1573,0.0,2014-04-27
1574,4525.0,2014-04-28
1575,6783.5,2014-04-29
1576,5269.75,2014-04-30
1577,5882.0,2014-05-01
1578,6595.75,2014-05-02
1579,5975.25,2014-05-03
1580,6785.0,2014-05-04
1581,6785.0,2014-05-05
1582,6688.5,2014-05-06
1583,5140.25,2014-05-07
1584,4736.75,2014-05-08
1585,1776.0,2014-05-09
1586,115.0,2014-05-10
1587,6754.25,2014-05-11
1588,5574.0,2014-05-12
1589,3998.5,2014-05-13
1590,1682.5,2014-05-14
1591,4409.5,2014-05-15
1592,6780.25,2014-05-16
1593,6429.75,2014-05-17
1594,6147.0,2014-05-18
1595,57.25,2014-05-19
1596,128.5,2014-05-20
1597,1005.0,2014-05-21
1598,275.0,2014-05-22
1599,1027.0,2014-05-23
1600,4137.25,2014-05-24
1601,6781.25,2014-05-25
1602,6783.0,2014-05-26
1603,5515.0,2014-05-27
1604,5172.0,2014-05-28
1605,3105.5,2014-05-29
1606,6175.0,2014-05-30
1607,6785.0,2014-05-31
1608,5697.5,2014-06-01
1609,0.0,2014-06-02
1610,3234.25,2014-06-03
1611,1349.0,2014-06-04
1612,991.5,2014-06-05
1613,4912.5,2014-06-06
1614,6785.0,2014-06-07
1615,1752.75,2014-06-08
1616,6590.75,2014-06-09
1617,6513.75,2014-06-10
1618,3037.0,2014-06-11
1619,6784.25,2014-06-12
1620,1293.25,2014-06-13
1621,6744.0,2014-06-14
1622,6697.75,2014-06-15
1623,6785.0,2014-06-16
1624,6784.5,2014-06-17
1625,6785.0,2014-06-18
1626,6785.0,2014-06-19
1627,6705.5,2014-06-20
1628,6774.5,2014-06-21
1629,6763.75,2014-06-22
1630,6785.0,2014-06-23
1631,6785.0,2014-06-24
1632,6785.0,2014-06-25
1633,6778.5,2014-06-26
1634,6784.25,2014-06-27
1635,6785.0,2014-06-28
1636,5237.25,2014-06-29
1637,5151.0,2014-06-30
1638,6784.75,2014-07-01
1639,6626.0,2014-07-02
1640,5980.5,2014-07-03
1641,6095.75,2014-07-04
1642,4828.5,2014-07-05
1643,5876.75,2014-07-06
1644,6448.75,2014-07-07
1645,6785.0,2014-07-08
1646,6785.0,2014-07-09
1647,6785.0,2014-07-10
1648,6785.0,2014-07-11
1649,6785.0,2014-07-12
1650,4910.75,2014-07-13
1651,6785.0,2014-07-14
1652,6725.25,2014-07-15
1653,6777.25,2014-07-16
1654,6739.0,2014-07-17
1655,6779.25,2014-07-18
1656,6785.0,2014-07-19
1657,6785.0,2014-07-20
1658,6689.25,2014-07-21
1659,6774.75,2014-07-22
1660,6785.0,2014-07-23
1661,6785.0,2014-07-24
1662,6742.25,2014-07-25
1663,6723.5,2014-07-26
1664,6785.0,2014-07-27
1665,6785.0,2014-07-28
1666,6250.5,2014-07-29
1667,6785.0,2014-07-30
1668,6785.0,2014-07-31
1669,6785.0,2014-08-01
1670,6785.0,2014-08-02
1671,6785.0,2014-08-03
1672,6785.0,2014-08-04
1673,6785.0,2014-08-05
1674,6785.0,2014-08-06
1675,6784.75,2014-08-07
1676,6785.0,2014-08-08
1677,6785.0,2014-08-09
1678,6785.0,2014-08-10
1679,6785.0,2014-08-11
1680,6785.0,2014-08-12
1681,6785.0,2014-08-13
1682,6635.25,2014-08-14
1683,6784.5,2014-08-15
1684,6716.5,2014-08-16
1685,6779.25,2014-08-17
1686,6740.5,2014-08-18
1687,5587.0,2014-08-19
1688,6750.75,2014-08-20
1689,6783.75,2014-08-21
1690,6785.0,2014-08-22
1691,6728.75,2014-08-23
1692,6785.0,2014-08-24
1693,6785.0,2014-08-25
1694,6785.0,2014-08-26
1695,5202.5,2014-08-27
1696,6401.0,2014-08-28
1697,5930.5,2014-08-29
1698,6777.5,2014-08-30
1699,6700.5,2014-08-31
1700,6771.75,2014-09-01
1701,6713.25,2014-09-02
1702,6785.0,2014-09-03
1703,6785.0,2014-09-04
1704,6785.0,2014-09-05
1705,6785.0,2014-09-06
1706,6785.0,2014-09-07
1707,6779.75,2014-09-08
1708,6785.0,2014-09-09
1709,6784.25,2014-09-10
1710,6785.0,2014-09-11
1711,6785.0,2014-09-12
1712,6785.0,2014-09-13
1713,6785.0,2014-09-14
1714,6785.0,2014-09-15
1715,6770.0,2014-09-16
1716,6779.0,2014-09-17
1717,6785.0,2014-09-18
1718,6785.0,2014-09-19
1719,6785.0,2014-09-20
1720,6741.0,2014-09-21
1721,6785.0,2014-09-22
1722,6785.0,2014-09-23
1723,6782.0,2014-09-24
1724,6783.0,2014-09-25
1725,3262.5,2014-09-26
1726,6785.0,2014-09-27
1727,6785.0,2014-09-28
1728,6785.0,2014-09-29
1729,6785.0,2014-09-30
1730,6785.0,2014-10-01
1731,6451.75,2014-10-02
1732,4779.75,2014-10-03
1733,6785.0,2014-10-04
1734,6784.75,2014-10-05
1735,6785.0,2014-10-06
1736,6785.0,2014-10-07
1737,6762.5,2014-10-08
1738,6056.25,2014-10-09
1739,1627.5,2014-10-10
1740,5544.75,2014-10-11
1741,4328.0,2014-10-12
1742,4166.5,2014-10-13
1743,3867.0,2014-10-14
1744,1160.5,2014-10-15
1745,317.0,2014-10-16
1746,24.25,2014-10-17
1747,152.25,2014-10-18
1748,41.5,2014-10-19
1749,1401.5,2014-10-20
1750,1204.5,2014-10-21
1751,6720.0,2014-10-22
1752,4268.75,2014-10-23
1753,6784.25,2014-10-24
1754,6784.75,2014-10-25
1755,0.0,2014-10-26
1756,6784.75,2014-10-27
1757,6554.0,2014-10-28
1758,2256.5,2014-10-29
1759,2410.75,2014-10-30
1760,978.0,2014-10-31
1761,2652.75,2014-11-01
1762,81.0,2014-11-02
1763,361.5,2014-11-03
1764,268.75,2014-11-04
1765,4913.0,2014-11-05
1766,6774.25,2014-11-06
1767,6552.75,2014-11-07
1768,6776.75,2014-11-08
1769,6097.5,2014-11-09
1770,6774.75,2014-11-10
1771,2375.25,2014-11-11
1772,6766.5,2014-11-12
1773,6783.0,2014-11-13
1774,922.0,2014-11-14
1775,3724.75,2014-11-15
1776,2066.5,2014-11-16
1777,455.5,2014-11-17
1778,2.25,2014-11-18
1779,5834.75,2014-11-19
1780,5887.5,2014-11-20
1781,3854.25,2014-11-21
1782,339.75,2014-11-22
1783,733.5,2014-11-23
1784,395.25,2014-11-24
1785,0.0,2014-11-25
1786,1629.0,2014-11-26
1787,13.5,2014-11-27
1788,4292.75,2014-11-28
1789,5784.25,2014-11-29
1790,6228.5,2014-11-30
1791,3659.75,2014-12-01
1792,7.0,2014-12-02
1793,2485.5,2014-12-03
1794,2692.25,2014-12-04
1795,3366.25,2014-12-05
1796,5964.25,2014-12-06
1797,6397.5,2014-12-07
1798,6741.0,2014-12-08
1799,4544.0,2014-12-09
1800,121.75,2014-12-10
1801,2615.0,2014-12-11
1802,2420.25,2014-12-12
1803,5571.0,2014-12-13
1804,3467.0,2014-12-14
1805,0.25,2014-12-15
1806,273.5,2014-12-16
1807,4244.75,2014-12-17
1808,778.5,2014-12-18
1809,851.5,2014-12-19
1810,0.0,2014-12-20
1811,2464.5,2014-12-21
1812,5860.25,2014-12-22
1813,2087.25,2014-12-23
1814,4278.5,2014-12-24
1815,4284.5,2014-12-25
1816,6651.75,2014-12-26
1817,5.25,2014-12-27
1818,1577.0,2014-12-28
1819,6726.75,2014-12-29
1820,6717.75,2014-12-30
1821,6773.5,2014-12-31
1822,5153.25,2015-01-01
1823,5197.75,2015-01-02
1824,859.0,2015-01-03
1825,1473.75,2015-01-04
1826,2652.25,2015-01-05
1827,5227.5,2015-01-06
1828,29.75,2015-01-07
1829,190.75,2015-01-08
1830,858.25,2015-01-09
1831,297.75,2015-01-10
1832,41.5,2015-01-11
1833,2155.25,2015-01-12
1834,6403.25,2015-01-13
1835,6516.0,2015-01-14
1836,6295.75,2015-01-15
1837,2781.5,2015-01-16
1838,3292.75,2015-01-17
1839,5126.5,2015-01-18
1840,3810.75,2015-01-19
1841,3993.5,2015-01-20
1842,3421.75,2015-01-21
1843,6573.0,2015-01-22
1844,6522.0,2015-01-23
1845,6434.0,2015-01-24
1846,3243.75,2015-01-25
1847,1098.5,2015-01-26
1848,4187.75,2015-01-27
1849,0.0,2015-01-28
1850,0.0,2015-01-29
1851,269.5,2015-01-30
1852,6754.5,2015-01-31
1853,6475.0,2015-02-01
1854,6545.0,2015-02-02
1855,3264.25,2015-02-03
1856,2964.25,2015-02-04
1857,6741.5,2015-02-05
1858,6026.5,2015-02-06
1859,714.25,2015-02-07
1860,476.75,2015-02-08
1861,4268.25,2015-02-09
1862,1787.5,2015-02-10
1863,8.25,2015-02-11
1864,1420.5,2015-02-12
1865,2180.25,2015-02-13
1866,6582.0,2015-02-14
1867,6069.75,2015-02-15
1868,0.0,2015-02-16
1869,4149.75,2015-02-17
1870,4876.0,2015-02-18
1871,3639.75,2015-02-19
1872,94.25,2015-02-20
1873,2.0,2015-02-21
1874,1414.25,2015-02-22
1875,6083.75,2015-02-23
1876,6129.0,2015-02-24
1877,41.5,2015-02-25
1878,4276.5,2015-02-26
1879,5742.25,2015-02-27
1880,6709.25,2015-02-28
1881,1589.5,2015-03-01
1882,5839.25,2015-03-02
1883,2607.0,2015-03-03
1884,358.5,2015-03-04
1885,2300.5,2015-03-05
1886,6512.5,2015-03-06
1887,6763.5,2015-03-07
1888,5080.0,2015-03-08
1889,4399.75,2015-03-09
1890,4622.75,2015-03-10
1891,5889.25,2015-03-11
1892,1721.5,2015-03-12
1893,1555.0,2015-03-13
1894,6680.25,2015-03-14
1895,5823.5,2015-03-15
1896,6395.75,2015-03-16
1897,781.5,2015-03-17
1898,5831.75,2015-03-18
1899,4350.0,2015-03-19
1900,1495.75,2015-03-20
1901,6059.25,2015-03-21
1902,53.5,2015-03-22
1903,913.25,2015-03-23
1904,74.75,2015-03-24
1905,2792.25,2015-03-25
1906,336.25,2015-03-26
1907,6563.0,2015-03-27
1908,314.5,2015-03-28
1909,0.0,2015-03-29
1910,183.5,2015-03-30
1911,3657.0,2015-03-31
1912,2066.5,2015-04-01
1913,6747.5,2015-04-02
1914,1470.75,2015-04-03
1915,6719.5,2015-04-04
1916,6772.25,2015-04-05
1917,6785.0,2015-04-06
1918,6709.25,2015-04-07
1919,6654.25,2015-04-08
1920,6754.5,2015-04-09
1921,4153.25,2015-04-10
1922,0.0,2015-04-11
1923,2220.0,2015-04-12
1924,1.0,2015-04-13
1925,4308.5,2015-04-14
1926,6783.5,2015-04-15
1927,1994.5,2015-04-16
1928,6782.75,2015-04-17
1929,6688.5,2015-04-18
1930,6783.5,2015-04-19
1931,6778.0,2015-04-20
1932,5822.0,2015-04-21
1933,5777.0,2015-04-22
1934,3845.5,2015-04-23
1935,6445.25,2015-04-24
1936,6777.5,2015-04-25
1937,6782.75,2015-04-26
1938,6785.0,2015-04-27
1939,5147.25,2015-04-28
1940,6785.0,2015-04-29
1941,6784.75,2015-04-30
1942,6330.25,2015-05-01
1943,6766.75,2015-05-02
1944,6785.0,2015-05-03
1945,6228.0,2015-05-04
1946,303.75,2015-05-05
1947,6441.75,2015-05-06
1948,1.5,2015-05-07
1949,5236.5,2015-05-08
